,A_LFQ,B_LFQ,A,B
sp|Q8WW22|DNJA4_HUMAN,,,15070451.845007293,2618481.6756865033
sp|P61106|RAB14_HUMAN,54630992.18692082,60060661.007936664,51611505.480812296,63080147.7140452
sp|Q13185|CBX3_HUMAN,350029050.4367842,450842912.55896544,358795947.6428771,442076015.35287267
sp|Q12802|AKP13_HUMAN,2560737.5760275335,1775609.4915302242,2819530.6890198602,1516816.378537897
sp|Q9HC35|EMAL4_HUMAN,23487552.03679058,20518276.517536346,15326443.232521128,28679385.32180579
sp|Q8N584|TT39C_HUMAN,2949988.009644297,2739199.4021723894,2449339.837383518,3239847.574433169
sp|Q9UNP9|PPIE_HUMAN,16302806.889464783,20759153.08824068,15543107.35104926,21518852.6266562
sp|Q6P587|FAHD1_HUMAN,15203876.769774348,12244856.052080873,20530774.963299617,6917957.8585556
sp|Q12800|TFCP2_HUMAN,4368719.074883625,6357229.497968457,4059838.252847324,6666110.320004757
sp|Q9BS18|APC13_HUMAN,1184772.139556963,1069509.8461961222,1184772.1395569632,1069509.8461961225
sp|P46087|NOP2_HUMAN,16587584.390869776,17914003.602415048,15995589.743384812,18505998.24990001
sp|P05387|RLA2_HUMAN,648928398.6519588,688274109.9008601,604505139.4750654,732697369.0777535
sp|Q16718|NDUA5_HUMAN,17890323.446183152,19558173.40390547,13327884.712188276,24120612.13790035
sp|Q14126|DSG2_HUMAN,2257034.6029899535,1324506.4269262706,2257034.6029899535,1324506.4269262706
sp|Q9NTM9|CUTC_HUMAN,2757267.2304313746,2853173.580007256,3428692.265797269,2181748.544641361
sp|Q9Y4C2|TCAF1_HUMAN,2731616.4544006,,2731616.4544006,
sp|Q08170|SRSF4_HUMAN,19252017.816426016,17792205.685720887,18750896.504045416,18293326.998101488
sp|Q04828|AK1C1_HUMAN,14650836.993211495,10300439.455068288,14650836.993211495,10300439.455068288
sp|P04632|CPNS1_HUMAN,158032191.97422048,155564908.67301863,170283751.34992015,143313349.29731894
sp|O00161|SNP23_HUMAN,1358945.786259836,1529069.235837283,1358945.786259836,1529069.235837283
sp|Q96GX5|GWL_HUMAN,516862.21205219097,,516862.21205219097,
sp|P05091|ALDH2_HUMAN,34478829.44632917,28860023.81523488,35455575.2950926,27883277.966471445
sp|P40616|ARL1_HUMAN,10600594.884826457,11209061.181268455,10524935.535941856,11284720.530153058
sp|O15160|RPAC1_HUMAN,23699339.79650976,24470477.834789902,23202583.660710666,24967233.97058899
sp|Q92600|CNOT9_HUMAN,11320927.757019252,8034918.443683043,11208825.7607379,8147020.439964396
sp|Q8NCF5|NF2IP_HUMAN,4428409.108340966,4284699.7748890035,4364217.911185852,4348890.972044117
sp|P36405|ARL3_HUMAN,45233215.63027772,48538183.17421416,48000444.72530373,45770954.07918815
sp|P84098|RL19_HUMAN,136754348.37101185,137160169.00042284,95033368.62804624,178881148.7433884
sp|P16220|CREB1_HUMAN,12268359.617928384,13677337.721377278,10861437.870476546,15084259.468829114
sp|Q9NZQ3|SPN90_HUMAN,3486746.5899459524,6309799.360867566,4329788.219174879,5466757.73163864
sp|O95793|STAU1_HUMAN,604377.6335118759,,604377.6335118759,
sp|P38432|COIL_HUMAN,7685838.530792374,7213109.779214122,7752627.722495188,7146320.587511308
sp|Q5VZ89|DEN4C_HUMAN,2802874.764501392,3941121.849216798,5274727.9812943535,1469268.6324238356
sp|Q9Y6M1|IF2B2_HUMAN,15971523.987491447,9652159.931267569,15971523.987491447,9652159.93126757
sp|O14907|TX1B3_HUMAN,29591422.216577612,29542395.227420866,28964716.48957455,30169100.954423927
sp|Q8NCN5|PDPR_HUMAN,1050140.8632785135,597608.7199054263,1050140.8632785133,597608.7199054263
sp|O00193|SMAP_HUMAN,73349982.05188315,78225532.55559002,90790155.43997732,60785359.167495854
sp|O60885|BRD4_HUMAN,17502836.58225276,17767159.636205122,18198511.998970684,17071484.2194872
sp|Q9P2R7|SUCB1_HUMAN,25403853.72356693,35248139.64179106,27124470.721147325,33527522.644210674
sp|Q15819|UB2V2_HUMAN,42021104.757315785,30904597.762457553,40887489.83327788,32038212.686495446
sp|P04424|ARLY_HUMAN,947055.232782158,2460605.915561791,717857.1796290042,2689803.968714945
sp|P61224|RAP1B_HUMAN,11586263.90364769,12398145.146580251,11833384.20588814,12151024.8443398
sp|O95456|PSMG1_HUMAN,31040818.5516816,27961276.655236214,32869450.99543242,26132644.211485393
sp|Q9Y4Z0|LSM4_HUMAN,16240348.189268252,15796976.439288683,14003342.163813481,18033982.464743454
sp|Q5K651|SAMD9_HUMAN,2198815.2865449283,2253446.020158172,1487447.1207562094,2964814.18594689
sp|Q9UBU8|MO4L1_HUMAN,6947990.1541376505,6400905.631920231,7713685.043948351,5635210.742109529
sp|P11182|ODB2_HUMAN,3346491.206745067,5188115.350534263,3745512.8309197156,4789093.726359615
sp|Q96JG6|VPS50_HUMAN,,,2346546.5576020107,3214398.2475845283
"sp|Q9BXX2|AN30B_HUMAN,sp|Q9BXX3|AN30A_HUMAN",10141829.123578757,10543798.446270013,10141829.123578759,10543798.446270013
sp|Q96D53|COQ8B_HUMAN,1389295.5395657208,,1389295.5395657208,
sp|Q92665|RT31_HUMAN,8237999.9072145205,8329414.16879498,9790985.196269097,6776428.879740405
sp|Q96GA3|LTV1_HUMAN,,,4717365.470889544,2229548.06012616
sp|P35813|PPM1A_HUMAN,5667473.677271077,5837899.8908211235,7799285.355030924,3706088.213061276
sp|Q99471|PFD5_HUMAN,78187021.54311472,85773144.11303169,81790677.59577268,82169488.06037374
sp|Q96GX9|MTNB_HUMAN,8198172.920800782,8840889.988359386,8288310.785053914,8750752.124106254
sp|Q13503|MED21_HUMAN,1190417.1391021863,,1190417.1391021863,
sp|Q13421|MSLN_HUMAN,998786.7626327517,,998786.7626327517,
sp|Q9Y5J1|UTP18_HUMAN,7084928.469118226,10584429.503461419,9418525.523075368,8250832.449504274
sp|Q9H299|SH3L3_HUMAN,78919662.56442447,78815484.95221755,73897429.059309,83837718.45733304
sp|Q96EY8|MMAB_HUMAN,5296913.0278314315,6270070.013980736,4819849.600283128,6747133.441529039
sp|Q9H2P9|DPH5_HUMAN,4586636.056209352,2885221.694502153,3867349.5086928178,3604508.2420186875
sp|Q9UMS0|NFU1_HUMAN,8740014.976811692,9279340.424093835,8399927.48058476,9619427.92032077
sp|P08134|RHOC_HUMAN,6665953.693840444,2878218.1897114725,6665953.693840443,2878218.1897114725
sp|Q9ULA0|DNPEP_HUMAN,,,1766444.9002660639,866839.8977403451
sp|Q6P1Q9|MET2B_HUMAN,10504358.863300787,11329414.88222165,12619513.092199665,9214260.653322771
sp|P36507|MP2K2_HUMAN,41890709.82718696,43164528.72448796,42828922.60099292,42226315.950682
sp|O60547|GMDS_HUMAN,18819026.617583387,19164351.16887392,17257852.856814183,20725524.929643124
sp|Q9Y653|AGRG1_HUMAN,9823612.833225813,9522754.191252263,10218799.80520042,9127567.21927766
sp|Q70UQ0|IKIP_HUMAN,12244127.725873496,9735640.923496285,12972986.116009697,9006782.533360086
sp|Q9NPF4|OSGEP_HUMAN,6400412.664247157,12960301.355632879,7142727.29886408,12217986.721015954
sp|Q9GZZ9|UBA5_HUMAN,15886332.119602475,15729174.307426956,15491192.424946724,16124314.002082705
sp|P35609|ACTN2_HUMAN,130451892.81479305,134874120.3186685,131265697.98855545,134060315.14490612
sp|Q96C23|GALM_HUMAN,3550269.4176026597,4001139.259908463,3550269.4176026597,4001139.259908463
sp|Q12972|PP1R8_HUMAN,38492836.880085565,39415707.552517384,36926252.95718826,40982291.47541468
sp|Q9BTA9|WAC_HUMAN,3321239.578968523,1375543.3071447127,3321239.578968523,1375543.3071447127
sp|O75376|NCOR1_HUMAN,623881.1067322474,,623881.1067322474,
sp|Q9Y3B4|SF3B6_HUMAN,43619041.440975815,41753529.31339053,42959628.656292215,42412942.09807413
"sp|Q86UE8|TLK2_HUMAN,sp|Q9UKI8|TLK1_HUMAN,sp|Q15349|KS6A2_HUMAN",3346061.590860891,3560749.828017339,3346061.5908608907,3560749.828017338
sp|Q99590|SCAFB_HUMAN,9197693.588900743,8950738.17905751,9786880.428034563,8361551.33992369
sp|Q9NU22|MDN1_HUMAN,1077411.8980885535,2245355.567808843,2857359.851251691,465407.6146457057
sp|Q8WWH5|TRUB1_HUMAN,1751981.9649318303,1816770.1714671687,1751981.96493183,1816770.1714671687
sp|P09488|GSTM1_HUMAN,105945032.18302234,117056794.0786016,95106952.42101657,127894873.84060736
sp|O95299|NDUAA_HUMAN,4190783.5459484155,7004950.101763574,7068833.604056169,4126900.043655821
sp|Q8IYK4|GT252_HUMAN,5971039.193280343,4503325.461675677,5971039.193280343,4503325.461675677
sp|Q96E39|RMXL1_HUMAN,1905132.2241851457,4988937.583044639,2304355.3039641064,4589714.503265679
sp|Q9Y6M0|TEST_HUMAN,1662430.6066175634,735463.3381906251,1662430.6066175634,735463.3381906251
sp|Q4VC31|CCD58_HUMAN,16207394.86272194,13418487.089343827,18520055.28382147,11105826.668244295
sp|P45877|PPIC_HUMAN,15756463.911978472,16466663.618568456,17379245.168249056,14843882.362297874
sp|Q96EM0|T3HPD_HUMAN,1635984.2730861134,2248951.270005351,1635984.2730861134,2248951.270005351
sp|Q13438|OS9_HUMAN,,,1805095.0423949768,566662.9980153106
sp|P10620|MGST1_HUMAN,2125891.83529714,4257497.425557068,2852986.7708795303,3530402.489974676
sp|O00622|CCN1_HUMAN,10071647.931430183,9472616.987856044,7569583.08851738,11974681.83076885
sp|Q13555|KCC2G_HUMAN,,,2088514.4826932854,1099770.1962890248
sp|Q9BRV8|SIKE1_HUMAN,2349865.337979962,,2349865.337979962,
sp|Q9Y3C8|UFC1_HUMAN,30346779.68970134,30757548.51296471,32341846.337444633,28762481.86522142
sp|Q9UI30|TR112_HUMAN,45968744.374438055,62568848.29105612,48092061.85657833,60445530.80891584
sp|O75683|SURF6_HUMAN,3861793.7217870816,4016484.5375022683,3861793.721787082,4016484.537502269
sp|Q00765|REEP5_HUMAN,3955735.514212993,4756205.013223027,3955735.5142129925,4756205.013223027
sp|Q9NYJ1|COA4_HUMAN,28297970.88717922,27377035.680829737,28129620.325764887,27545386.24224407
sp|Q9Y3B9|RRP15_HUMAN,3412534.013802492,,3412534.013802492,
sp|Q53QV2|LBH_HUMAN,3210469.478222732,3317965.3083481537,3210469.4782227315,3317965.3083481537
REV__sp|Q9HDC5|JPH1_HUMAN,969570.8150871401,,969570.8150871401,
sp|Q16352|AINX_HUMAN,4128899.940104428,4346939.8217419125,3197502.881109233,5278336.880737108
sp|Q7Z7F7|RM55_HUMAN,8437719.342695167,11707554.612717062,8967424.631845798,11177849.323566435
sp|Q9NPE3|NOP10_HUMAN,27988444.45184412,28724734.648859993,26392559.13965164,30320619.96105247
sp|P82912|RT11_HUMAN,2783701.7197552747,2501025.4067810387,2085765.373794586,3198961.752741727
sp|Q15050|RRS1_HUMAN,10111819.949893689,10924207.757955091,7369879.031817434,13666148.676031347
sp|Q9BQ61|TRIR_HUMAN,10043761.355975715,11142806.213435479,8308773.640953683,12877793.928457513
sp|Q969G5|CAVN3_HUMAN,18181916.588257585,18213906.94447441,17992402.09855905,18403421.434172947
sp|Q15599|NHRF2_HUMAN,11639625.522275474,10641101.945506664,12017246.257272348,10263481.210509792
sp|O94817|ATG12_HUMAN,,,621983.8675513741,638290.3931227083
sp|Q92526|TCPW_HUMAN,3932750.852818211,,3932750.852818211,
REV__sp|Q96QU1|PCD15_HUMAN,4882006.11791233,5035353.93513434,4882006.117912329,5035353.935134339
sp|P42766|RL35_HUMAN,61863620.021808736,69214122.39008826,61071357.169452205,70006385.24244478
sp|Q2M389|WASC4_HUMAN,,,1559075.6894818994,917379.242276406
sp|Q9UBB5|MBD2_HUMAN,4279690.301302727,5927422.616596278,4940417.665984616,5266695.25191439
sp|Q9BZE4|NOG1_HUMAN,14906789.64058,14273413.59175083,15095020.120181248,14085183.112149581
sp|Q9NX40|OCAD1_HUMAN,7775942.463760824,8260778.078725589,7839807.127646284,8196913.41484013
sp|P62753|RS6_HUMAN,169700649.67628753,169252309.27560434,169785723.3472148,169167235.60467705
sp|O15347|HMGB3_HUMAN,87592651.80685243,90770426.0625081,81395425.40641358,96967652.46294698
sp|P25398|RS12_HUMAN,798970229.2491974,793665541.8548144,777488305.5625392,815147465.5414724
sp|Q9ULJ3|ZBT21_HUMAN,4440503.9056340745,5020341.92959233,4440503.905634074,5020341.92959233
sp|Q96KQ7|EHMT2_HUMAN,1471821.6969204952,1745427.1215126186,1319466.5766151326,1897782.2418179812
sp|P25440|BRD2_HUMAN,7505394.32923411,4465347.075618397,7171034.5772733465,4799706.827579161
REV__sp|O75364|PITX3_HUMAN,1005442.8886008062,,1005442.8886008062,
sp|P52815|RM12_HUMAN,40458620.80289656,39763715.91628388,40730222.5211893,39492114.19799113
REV__sp|Q14207|NPAT_HUMAN,,,5682675.402647289,1729949.383603333
"sp|P0CG30|GSTT2_HUMAN,sp|P0CG29|GST2_HUMAN",12502620.245912494,11977003.099570833,11909454.423390258,12570168.922093067
sp|Q15061|WDR43_HUMAN,13212871.225334866,12880311.016323138,13045736.862024846,13047445.379633155
sp|Q8N556|AFAP1_HUMAN,2389553.2963899923,1155747.6121092269,2389553.2963899923,1155747.6121092269
sp|P09914|IFIT1_HUMAN,2837475.4599455833,3891022.8277656958,3799111.6076537967,2929386.680057483
sp|Q9BSJ2|GCP2_HUMAN,5809925.386926206,2529699.51004257,3765540.1128150104,4574084.784153765
sp|Q05932|FOLC_HUMAN,9491131.438194439,11783607.675016856,9145421.833702277,12129317.27950902
sp|O00566|MPP10_HUMAN,13909136.805046191,12027874.70745215,14567180.247655232,11369831.264843108
sp|P17096|HMGA1_HUMAN,35482511.331998974,34168541.163551114,28502261.00961177,41148791.48593832
sp|P13611|CSPG2_HUMAN,4441083.735060536,3711353.830123606,4441083.735060536,3711353.8301236057
sp|Q05209|PTN12_HUMAN,7681791.574402584,3713824.743671012,8886391.813286677,2509224.504786918
sp|P62888|RL30_HUMAN,329096633.2479012,350691495.26790845,329713707.22642946,350074421.2893802
sp|P62328|TYB4_HUMAN,450722814.6596625,434931847.59325707,451123081.1475066,434531581.1054128
sp|Q9UKY7|CDV3_HUMAN,67463929.45012377,70988977.26563264,69708566.14576225,68744340.56999417
sp|Q8WVK2|SNR27_HUMAN,1258531.7512316161,,1258531.7512316161,
sp|Q10589|BST2_HUMAN,1330697.4563183417,,1330697.4563183417,
sp|Q8WUX9|CHMP7_HUMAN,3875317.2008935353,1334854.0973572552,3875317.2008935353,1334854.0973572552
sp|O60927|PP1RB_HUMAN,12163625.134141631,13058770.703470152,12763042.953849794,12459352.88376199
sp|P61353|RL27_HUMAN,55684390.92677181,55740943.4380951,49982872.81917672,61442461.545690194
sp|P53365|ARFP2_HUMAN,7393832.13677944,9332946.405666849,8290704.858745301,8436073.68370099
sp|Q6YP21|KAT3_HUMAN,6350268.6331495,8190059.041915017,5939367.42479039,8600960.250274125
sp|Q9Y221|NIP7_HUMAN,33899399.32922847,33417763.005425986,39425466.05148357,27891696.283170875
sp|Q9H8Y5|ANKZ1_HUMAN,10388162.299628112,10906748.52717567,9167949.728320396,12126961.098483386
sp|Q8NFV4|ABHDB_HUMAN,,,854481.3458575879,812093.725017875
"sp|Q02156|KPCE_HUMAN,sp|P24723|KPCL_HUMAN",1913689.8033180097,1899762.0460542603,1913689.8033180097,1899762.0460542603
"REV__sp|P0C628|O5AC1_HUMAN,REV__sp|Q9BSL1|UBAC1_HUMAN",5698020.041084215,6000121.792662676,5698020.041084215,6000121.792662676
sp|Q9UL40|ZN346_HUMAN,949367.719354216,1812381.9641295637,1345876.6577039193,1415873.0257798606
sp|Q9NR28|DBLOH_HUMAN,6757584.358604697,13842920.86268301,8286056.555098979,12314448.666188724
REV__sp|Q8N9B5|JMY_HUMAN,1489121.851437116,,1489121.851437116,
sp|P36404|ARL2_HUMAN,8434375.454863945,9288050.913920075,8914329.701173095,8808096.667610923
sp|O43156|TTI1_HUMAN,1517970.460587612,1708033.8738948745,1251520.0290434244,1974484.3054390622
sp|Q8NI28|CG013_HUMAN,1452943.8706406793,3319503.4762242446,1452943.8706406793,3319503.4762242446
sp|Q13887|KLF5_HUMAN,1024843.6551418619,,1024843.6551418619,
"P04264,sp|P04264|K2C1_HUMAN",226164338.6182719,209604511.8050002,226164338.6182719,209604511.8050002
sp|Q96E11|RRFM_HUMAN,9826015.972100867,10813408.437025914,8839989.615194427,11799434.793932356
sp|Q9UL15|BAG5_HUMAN,2956027.579731564,4530566.024974618,2956953.404602568,4529640.200103614
sp|Q53FT3|HIKES_HUMAN,3733696.219421625,3907110.20741679,3711821.477640682,3928984.949197734
sp|Q99417|MYCBP_HUMAN,33380407.431839757,32447837.99097087,30823916.640418373,35004328.78239225
sp|P24534|EF1B_HUMAN,449793331.8701766,416143635.0502138,299821389.39237326,566115577.528017
sp|Q12768|WASC5_HUMAN,9466278.56255977,10052010.584654748,8944011.484696254,10574277.662518267
sp|Q6NZ67|MZT2B_HUMAN,2083585.0418204821,4935076.709192107,1814025.9790905574,5204635.771922031
sp|Q9UEW8|STK39_HUMAN,1851870.746217495,,1851870.746217495,
sp|Q99570|PI3R4_HUMAN,170665.89589678764,,170665.89589678764,
sp|O43854|EDIL3_HUMAN,15931136.375576312,16492529.622410512,15880010.001446987,16543655.996539837
sp|O14618|CCS_HUMAN,1063594.702208013,2640305.831558737,536846.0670141547,3167054.4667525953
sp|O43583|DENR_HUMAN,26948347.91404871,25221468.536301892,28732587.21517961,23437229.235170983
sp|Q9UJ41|RABX5_HUMAN,2289142.8555451473,1238747.3771626323,2289142.8555451473,1238747.3771626323
sp|Q3ZCW2|LEGL_HUMAN,2463090.4249578067,2756974.8317758096,2463090.424957807,2756974.83177581
sp|Q8NHZ8|CDC26_HUMAN,6876741.6752226,4957201.159780183,7625310.152132053,4208632.682870732
sp|Q9UBP9|GULP1_HUMAN,,,901485.721763185,508471.3732452269
sp|Q8ND04|SMG8_HUMAN,994509.1152488217,,994509.1152488217,
sp|Q7Z3B4|NUP54_HUMAN,38672677.93720351,37418967.52434539,38595018.92346507,37496626.53808384
sp|O43181|NDUS4_HUMAN,3655769.3552738074,3456084.5928595923,3655769.3552738074,3456084.5928595923
sp|Q15121|PEA15_HUMAN,18543663.687378384,13792481.15413678,15312080.003497774,17024064.838017397
"sp|P40425|PBX2_HUMAN,sp|P40424|PBX1_HUMAN",2923564.447080735,3522599.390503731,2923564.447080735,3522599.3905037316
sp|Q9NP72|RAB18_HUMAN,502765.9853622128,1053699.4413081135,502765.9853622127,1053699.4413081135
sp|Q9Y5L4|TIM13_HUMAN,58367094.622610375,57728540.01460315,58714730.031293474,57380904.60592006
sp|Q12933|TRAF2_HUMAN,8278917.5045866445,8310790.601090679,7876720.75778354,8712987.347893784
Q6IME9,2068850.6248068414,,2068850.6248068414,
sp|Q8NC96|NECP1_HUMAN,6655104.2345178705,6794590.142833605,3104072.4013630897,10345621.975988386
sp|Q96GG9|DCNL1_HUMAN,58649496.821438104,56021523.936018065,58480505.235656396,56190515.52179977
sp|Q96LJ7|DHRS1_HUMAN,2575524.9151712256,1713579.1715784906,1455974.0474965996,2833130.0392531157
sp|Q8IZQ5|SELH_HUMAN,1559298.1971010363,1695778.8508424521,1559298.1971010366,1695778.8508424524
sp|O43148|MCES_HUMAN,12385085.43090501,13906787.133242415,12804515.576975903,13487356.987171525
sp|P10599|THIO_HUMAN,531292037.9007673,560373547.6761609,439848896.7140007,651816688.8629277
sp|Q9Y3A6|TMED5_HUMAN,698321.3368459464,1677166.3267632066,698321.3368459465,1677166.3267632066
sp|Q05D32|CTSL2_HUMAN,1267358.6488875393,2379766.5736913197,1005036.0367941675,2642089.1857846915
sp|Q9UFC0|LRWD1_HUMAN,,,2799839.3954803143,4797988.549467354
sp|Q5VZK9|CARL1_HUMAN,3238719.9646529467,3889830.6441678386,4249572.631347134,2878977.977473652
sp|P98160|PGBM_HUMAN,2219698.4308159356,5355660.032647226,5973624.986279102,1601733.477184059
sp|Q9BRX5|PSF3_HUMAN,963944.5972304438,,963944.5972304438,
sp|Q9H8U3|ZFAN3_HUMAN,546696.3480886528,,546696.3480886528,
sp|O75569|PRKRA_HUMAN,25360402.877334997,27576013.522635072,26181848.022604596,26754568.377365477
sp|P09038|FGF2_HUMAN,4077059.9615519415,6970399.926048028,4763584.421764983,6283875.465834987
sp|Q9NP66|HM20A_HUMAN,7023973.666718277,7254366.258738139,6642248.532952183,7636091.392504232
sp|O15504|NUP42_HUMAN,1500663.9866394543,2845096.5997523125,1500663.9866394545,2845096.5997523135
sp|Q05048|CSTF1_HUMAN,60533111.053913705,62828502.01872713,56881980.86217396,66479632.21046688
sp|Q9H1B7|I2BPL_HUMAN,6321461.029507075,5258387.38802061,4410586.325135482,7169262.092392204
sp|P54709|AT1B3_HUMAN,1049090.1327529426,2927511.3786211973,873252.8725101511,3103348.6388639887
sp|P14406|CX7A2_HUMAN,17193991.146003745,15337886.496278297,16284607.742742278,16247269.899539769
sp|O43159|RRP8_HUMAN,6089156.365668458,6784801.898347277,5657499.4121975275,7216458.851818208
sp|Q15345|LRC41_HUMAN,548819.2882706211,,548819.2882706211,
sp|P37268|FDFT_HUMAN,12488441.081434611,12511956.289984072,11664238.82623195,13336158.545186732
sp|Q14244|MAP7_HUMAN,55463883.09250053,60649405.19270692,63456722.32633584,52656565.95887162
sp|P23443|KS6B1_HUMAN,1238613.4480329752,1316087.6924938732,1238613.4480329757,1316087.6924938734
sp|Q13601|KRR1_HUMAN,466505.0788777561,1211757.346233841,466505.0788777561,1211757.346233841
sp|Q86UY6|NAA40_HUMAN,2660469.439227474,2600692.6148998933,2660469.439227474,2600692.6148998938
sp|Q9ULV3|CIZ1_HUMAN,534709.3348990502,,534709.3348990502,
sp|Q14197|ICT1_HUMAN,9610380.133930735,11085230.203240067,12228969.301521346,8466641.03564946
sp|Q49B96|COX19_HUMAN,1740388.998499949,1814889.0430884615,1740388.998499949,1814889.0430884613
sp|Q6ZSR9|YJ005_HUMAN,4664881.34718136,2572621.2033531247,6201729.791548443,1035772.758986042
sp|Q4LE39|ARI4B_HUMAN,2287250.4635388986,2690986.935796823,2287250.463538898,2690986.935796823
sp|P19387|RPB3_HUMAN,22121780.62309832,19213232.611822076,24487697.26963741,16847315.965282984
sp|Q9Y4P1|ATG4B_HUMAN,3279873.433738681,3250769.757683619,3279873.4337386815,3250769.757683619
sp|Q7Z4G1|COMD6_HUMAN,964317.0709571532,,964317.0709571532,
sp|P53350|PLK1_HUMAN,,,9687888.66591874,2604062.1735117147
sp|P42773|CDN2C_HUMAN,2603294.457805931,3729670.4129692167,2075484.4029646395,4257480.467810508
sp|Q7Z4Q2|HEAT3_HUMAN,1873264.5129900847,1916498.6390868225,1873264.5129900847,1916498.6390868223
